,Age,Gender,Item Purchased,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Shipping Type,Promo Code Used,Previous Purchases,Payment Method
243,23.0,Male,Socks,36.25064326186545,Mississippi,L,Brick red,Winter,Missing,Standard,No,4,Credit Card
244,22.0,Male,Socks,26.45749726178657,Tennessee,S,Brick red,Fall,Missing,Standard,No,4,Credit Card
245,41.0,Male,Handbag,22.824368414559785,New Jersey,M,Lavender,Fall,Missing,Standard,No,2,Credit Card
246,,Male,Backpack,38.09893658986546,,L,Ruby Red,Winter,Missing,Next Day Air,No,9,Credit Card
247,23.0,Male,Running Shoes,22.78110519689574,Oregon,M,Periwinkle,Summer,Missing,Standard,No,7,Credit Card
248,38.0,Female,Handbag,34.80813862932214,Nebraska,L,Lemon yellow,Summer,Present,Standard,No,3,Credit Card
249,27.0,Male,Sweater,25.40325126235862,Utah,M,Aubergine,Fall,Present,Standard,No,1,Credit Card
250,19.0,Male,Handbag,30.940271986020687,Georgia,L,Lemon yellow,Spring,Missing,Next Day Air,No,2,Credit Card
251,42.0,Male,Boots,35.240084932635725,Missouri,L,Black,Fall,Present,Standard,No,12,Credit Card
252,18.0,Male,Hoodie,22.300141757255368,Minnesota,L,Black,Winter,Missing,Standard,No,5,Credit Card
253,34.0,Male,Scarf,30.11403526470311,South Carolina,M,Black,Fall,Present,Express,No,0,Credit Card
254,21.0,Male,Gloves,40.57035981990248,Connecticut,M,Burnt orange,Fall,Missing,Standard,No,13,Credit Card
255,25.0,Male,Gloves,32.55258465013621,Wisconsin,XL,Black,Winter,Missing,Standard,No,0,Credit Card
256,35.0,Female,Backpack,34.302340022973674,North Dakota,M,Brick red,Fall,Missing,Standard,No,1,Credit Card
257,28.0,Female,Dress,20.745101405517417,New Mexico,XL,Lavender,Spring,Missing,Next Day Air,No,1,Credit Card
258,41.0,Female,Backpack,15.300091040285746,Idaho,M,Black,Winter,Present,Standard,No,5,Credit Card
259,20.0,Male,Handbag,21.394544026365807,Ohio,M,Terra cotta,Fall,Present,Express,No,0,Credit Card
260,43.0,Female,Jacket,18.08689806647588,Nebraska,L,Burnt orange,Winter,Present,Standard,No,0,Credit Card
261,46.0,Male,Dress,31.392607361388997,North Carolina,M,Periwinkle,Spring,Missing,Standard,No,14,Credit Card
262,26.0,Male,Boots,26.5138314528323,Wyoming,L,Aubergine,Fall,Missing,Standard,No,4,Credit Card
263,37.0,Female,Backpack,43.68480986868286,Kentucky,M,Mauve,Winter,Missing,Express,No,0,Credit Card
264,19.0,Male,Dress,29.56529975481491,,S,Muted mustard yellow,Fall,Missing,Standard,No,0,Credit Card
265,27.0,Female,Socks,26.26714566549676,South Carolina,L,Aubergine,Winter,Present,Standard,No,7,Credit Card
266,41.0,Male,T-shirt,38.18301230636555,Texas,M,Fuchsia,Summer,Missing,Standard,No,5,Credit Card
267,26.0,Female,Pajamas,33.58362353904084,Colorado,S,Aubergine,Winter,Missing,Express,No,1,Credit Card
268,38.0,Male,Sweater,23.03617622192094,,M,Muted mustard yellow,Fall,Present,Express,No,0,Credit Card
269,36.0,Male,Scarf,34.541838784226734,North Dakota,M,Aubergine,Winter,Present,Standard,No,1,Credit Card
270,22.0,Female,Leggings,35.13033677855485,Maine,S,Muted mustard yellow,Winter,Present,Standard,No,0,Credit Card
271,35.0,Female,Sweater,25.566774723034644,Idaho,S,Aubergine,Fall,Missing,Standard,No,20,Credit Card
272,40.0,Male,Sunglasses,28.838233444048058,Missouri,L,Terra cotta,Fall,Missing,Standard,No,1,Credit Card
273,,Female,Running Shoes,15.432051286770744,Nevada,M,Pale peach,Spring,Present,Express,No,3,Credit Card
274,29.0,Male,Belt,39.179154153415176,Alabama,S,Brown,Fall,Present,Express,No,2,Credit Card
275,33.0,Female,Socks,28.25452456812305,New Hampshire,M,Mauve,Fall,Present,Standard,No,2,Credit Card
276,29.0,Female,Socks,26.49237917468553,New Mexico,L,Muted mustard yellow,Fall,Missing,Standard,No,3,Credit Card
277,31.0,Male,T-shirt,33.83093549355802,North Dakota,M,Periwinkle,Spring,Present,Standard,No,5,Credit Card
278,31.0,Male,Dress,30.96271235294176,Vermont,S,Baby blue,Summer,Missing,Standard,No,7,Credit Card
279,46.0,Female,Sunglasses,38.03290903563965,,S,Fuchsia,Spring,Missing,Next Day Air,No,1,Credit Card
280,33.0,Female,Running Shoes,32.803419484044284,West Virginia,M,Baby blue,Summer,Missing,Next Day Air,No,13,Credit Card
281,22.0,Female,Scarf,24.157375045884784,Washington,L,Brick red,Fall,Missing,Standard,No,7,Credit Card
282,38.0,Male,Scarf,36.50110739858218,New York,L,Mauve,Fall,Missing,Standard,No,20,Credit Card
283,20.0,Male,Backpack,27.69461465356953,Utah,S,Mauve,Winter,Missing,Standard,No,1,Credit Card
284,42.0,Female,Boots,39.37136700098408,,M,Black,Winter,Missing,Standard,No,4,Credit Card
285,41.0,Female,T-shirt,40.18483161659032,Texas,M,Periwinkle,Summer,Missing,Standard,No,0,Credit Card
286,52.0,Male,Handbag,18.64138088800362,,M,Baby blue,Summer,Missing,Next Day Air,No,4,Credit Card
287,,Female,Boots,31.1501730446605,Indiana,XL,Terra cotta,Winter,Missing,Standard,No,2,Credit Card
288,47.0,Female,Scarf,36.41747044237187,California,M,Terra cotta,Winter,Present,Standard,No,3,Credit Card
289,34.0,Male,Leggings,29.83808500827577,Colorado,L,Black,Winter,Missing,Standard,No,20,Credit Card
290,33.0,Male,Running Shoes,38.885364220233285,Minnesota,M,Lemon yellow,Spring,Missing,Standard,No,0,Credit Card
291,24.0,Female,Leggings,22.96862629602071,California,M,Mauve,Winter,Missing,Standard,No,7,Credit Card
292,35.0,Female,Running Shoes,31.1744635710559,Maryland,M,Brown,Fall,Missing,Next Day Air,No,4,Credit Card
293,,Male,T-shirt,35.95401001972341,Louisiana,L,Burnt orange,Summer,Missing,Standard,No,3,Credit Card
294,34.0,Female,Pajamas,22.36094544524364,New York,S,Black,Fall,Present,Standard,No,7,Credit Card
295,27.0,Female,Leggings,22.687410013849544,,M,Terra cotta,Winter,Present,Next Day Air,No,16,Credit Card
296,34.0,Male,Running Shoes,24.235115415940705,Vermont,M,Baby blue,Summer,Missing,Standard,No,0,Credit Card
297,57.0,Female,Backpack,38.11306304146123,Iowa,M,Brick red,Fall,Present,Standard,No,20,Credit Card
298,26.0,Female,Jacket,22.4297556720276,Utah,M,Aubergine,Winter,Missing,Standard,No,3,Credit Card
299,40.0,Male,Sweater,32.90314448759637,California,L,Mauve,Winter,Present,Standard,No,19,Credit Card
300,31.0,Male,Hoodie,32.67911487948289,Ohio,L,Terra cotta,Fall,Missing,Standard,No,7,Credit Card
301,60.0,Female,Sunglasses,19.669796220787937,Kansas,M,Periwinkle,Summer,Missing,Next Day Air,No,0,Credit Card
302,43.0,Male,Sunglasses,20.66258196247128,Colorado,XL,Ruby Red,Spring,Missing,Express,No,0,Credit Card
303,45.0,Male,Scarf,36.848708954967954,,S,Aubergine,Winter,Present,Standard,No,1,Credit Card
304,30.0,Female,Jacket,22.68098666296425,New Hampshire,S,White,Winter,Missing,Standard,No,2,Credit Card
305,42.0,Female,Scarf,33.04640208939572,Georgia,M,Terra cotta,Winter,Missing,Express,No,2,Credit Card
306,33.0,Male,Running Shoes,39.93827560967348,New York,M,Turquoise,Spring,Present,Standard,No,9,Credit Card
307,37.0,Male,Leggings,29.51596277564076,New York,M,Mauve,Winter,Missing,Standard,No,4,Credit Card
308,26.0,Male,Dress,30.957114080962054,California,S,Baby blue,Summer,Present,Standard,No,7,Credit Card
309,36.0,Male,Sweater,32.31441803509192,Alabama,M,Brown,Fall,Present,Standard,No,7,Credit Card
310,29.0,Female,Boots,34.028043309200434,Connecticut,L,Lavender,Fall,Present,Standard,No,4,Credit Card
311,49.0,Female,Backpack,26.96772632820487,Hawaii,S,Brown,Fall,Present,Standard,No,0,Credit Card
312,29.0,Male,Jacket,34.3670847032577,Maine,M,Brown,Winter,Present,Standard,No,3,Credit Card
313,18.0,Male,Dress,23.577075762080728,Massachusetts,L,White,Summer,Missing,Standard,No,1,Credit Card
314,,Female,Running Shoes,29.230372341645836,Arizona,M,Periwinkle,Summer,Missing,Express,No,1,Credit Card
315,39.0,Female,Shorts,33.42697518255772,South Dakota,M,White,Summer,Missing,Express,No,2,Credit Card
316,33.0,Female,T-shirt,25.41952329924335,Hawaii,L,Lavender,Summer,Missing,Express,No,18,Credit Card
317,22.0,Male,Running Shoes,27.014518711321905,Hawaii,L,Pale peach,Spring,Missing,Standard,No,20,Credit Card
318,23.0,Female,Jacket,18.068249349242517,New York,XL,Brown,Winter,Present,Express,No,6,Credit Card
319,36.0,Male,Leggings,23.04460835848946,Nevada,L,Aubergine,Winter,Missing,Standard,No,4,Credit Card
320,,Female,Hoodie,17.704661047175648,Virginia,S,Terra cotta,Winter,Missing,Standard,No,0,Credit Card
321,33.0,Female,T-shirt,25.03535844128952,Oklahoma,XL,Lavender,Summer,Missing,Standard,No,1,Credit Card
322,27.0,Male,Sunglasses,34.98404797698987,,M,Burnt orange,Fall,Missing,Standard,No,0,Credit Card
323,27.0,Male,Backpack,40.61746969593176,Colorado,XL,Pale peach,Fall,Missing,Standard,No,0,Credit Card
324,,Male,T-shirt,33.19158197732766,Maine,M,Pale peach,Summer,Present,Standard,No,16,Credit Card
325,54.0,Female,Pajamas,26.17945432728726,Maryland,S,Brown,Fall,Missing,Standard,No,0,Credit Card
326,37.0,Female,Dress,26.77753289584933,Oregon,S,Lemon yellow,Spring,Present,Standard,No,1,Credit Card
327,28.0,Male,Scarf,17.93021292427258,Oklahoma,M,Ruby Red,Winter,Present,Standard,No,13,Credit Card
328,29.0,Male,Handbag,26.82352875649224,Wyoming,M,Periwinkle,Summer,Missing,Standard,No,3,Credit Card
329,33.0,Male,Boots,29.259045789822498,Wyoming,M,Burnt orange,Winter,Missing,Standard,No,9,Credit Card
330,38.0,Male,Socks,19.740318087717693,New Jersey,M,Aubergine,Winter,Missing,Standard,No,7,Credit Card
331,49.0,Female,Backpack,28.492118997051,Missouri,M,Ruby Red,Winter,Missing,Standard,No,0,Credit Card
332,25.0,Female,Scarf,23.772326166392045,Tennessee,M,Muted mustard yellow,Winter,Missing,Standard,No,4,Credit Card
333,41.0,Female,Gloves,17.896327212217795,Vermont,M,Mauve,Winter,Missing,Standard,No,2,Credit Card
334,40.0,Female,Dress,15.996390780074126,Rhode Island,M,Turquoise,Spring,Missing,Standard,No,5,Credit Card
335,37.0,Non-binary,Running Shoes,36.87675134226281,Arizona,M,Lavender,Summer,Missing,Standard,No,6,Credit Card
336,30.0,Female,Boots,32.26336015701309,Kentucky,S,Burnt orange,Fall,Missing,Standard,No,1,Credit Card
337,22.0,Female,Running Shoes,33.76494344290179,Alaska,S,Ruby Red,Fall,Missing,Standard,No,7,Credit Card
338,19.0,Male,Jacket,32.071456861652926,Maine,M,Terra cotta,Fall,Missing,Standard,No,0,Credit Card
339,48.0,Male,Pajamas,35.39363899019097,New Mexico,M,Burnt orange,Fall,Present,Standard,No,4,Credit Card
340,22.0,Female,Boots,28.6090337998459,Georgia,M,Brick red,Winter,Present,Express,No,9,Credit Card
341,47.0,Male,Hoodie,27.559962431505173,Connecticut,L,Brown,Fall,Present,Standard,No,20,Credit Card
342,,Male,Shorts,31.88593559029463,Maine,M,Baby blue,Summer,Present,Standard,No,10,Credit Card
343,20.0,Male,Sunglasses,22.684046043395405,North Dakota,M,Lemon yellow,Summer,Missing,Standard,No,8,Credit Card
344,39.0,Male,Backpack,23.129391442051464,West Virginia,M,Ruby Red,Fall,Missing,Standard,No,1,Credit Card
345,42.0,Female,Running Shoes,32.77138238137624,California,XL,Black,Summer,Missing,Standard,No,9,Credit Card
346,,Female,Scarf,24.12481116307306,Illinois,L,Brown,Winter,Missing,Standard,No,1,Credit Card
347,33.0,Male,Dress,28.632286892594404,Vermont,M,Fuchsia,Summer,Missing,Standard,No,0,Credit Card
348,25.0,Male,Shorts,26.060733373267425,South Carolina,L,White,Spring,Missing,Standard,No,0,Credit Card
349,31.0,Female,Running Shoes,22.517249210894548,Montana,M,Turquoise,Summer,Present,Standard,No,1,Credit Card
350,41.0,Male,Handbag,33.80793598809683,Montana,L,Turquoise,Spring,Present,Standard,No,2,Credit Card
351,19.0,Male,Socks,27.864322432462927,New Hampshire,M,Brown,Winter,Missing,Standard,No,9,Credit Card
352,42.0,Male,Gloves,36.38697152693985,Idaho,M,Ruby Red,Fall,Missing,Standard,No,7,Credit Card
353,48.0,Male,Gloves,37.28531448027549,North Dakota,L,Aubergine,Winter,Missing,Standard,No,3,Credit Card
354,49.0,Male,Sweater,45.1130662960376,New Mexico,S,Burnt orange,Winter,Missing,Standard,No,3,Credit Card
355,42.0,Male,T-shirt,28.57439304172492,Michigan,M,Fuchsia,Spring,Missing,Standard,No,3,Credit Card
356,33.0,Female,Dress,31.276111284040365,Maryland,M,Burnt orange,Fall,Present,Next Day Air,No,8,Credit Card
357,33.0,Male,Scarf,21.974818475775077,Wisconsin,M,Brown,Winter,Present,Next Day Air,No,6,Credit Card
358,29.0,Female,Handbag,30.39345810938428,Nebraska,M,Brown,Fall,Missing,Standard,No,2,Credit Card
359,29.0,Male,Dress,37.53194545353948,Vermont,S,Turquoise,Summer,Missing,Standard,No,5,Credit Card
360,40.0,Female,Backpack,25.647133437294716,Kansas,M,Brick red,Fall,Missing,Standard,No,14,Credit Card
361,38.0,Female,Sweater,33.88122968704436,Massachusetts,M,Mauve,Winter,Missing,Standard,No,8,Credit Card
362,36.0,Female,Boots,23.77031350754968,Alabama,M,Muted mustard yellow,Winter,Missing,Standard,No,2,Credit Card
363,36.0,Female,Jacket,31.08680193252778,Connecticut,M,Mauve,Fall,Present,Standard,No,9,Credit Card
364,25.0,Female,Dress,31.5070327555891,New Hampshire,S,Brick red,Spring,Missing,Standard,No,2,Credit Card
365,45.0,Male,Gloves,30.30890580349199,Michigan,L,Brown,Fall,Missing,Standard,No,5,Credit Card
366,34.0,Female,Socks,29.711956115859344,Missouri,M,Aubergine,Winter,Present,Standard,No,0,Credit Card
367,35.0,Male,Sweater,31.920766655809683,Mississippi,M,Aubergine,Fall,Missing,Standard,No,2,Credit Card
368,33.0,Female,Handbag,36.26869613622151,North Carolina,L,Baby blue,Summer,Missing,Express,No,0,Credit Card
369,35.0,Female,Dress,32.360080208426005,Nebraska,M,Turquoise,Summer,Present,Standard,No,9,Credit Card
370,25.0,Male,Jacket,28.87176208237906,Delaware,M,Mauve,Fall,Missing,Next Day Air,No,5,Credit Card
371,29.0,Male,Pajamas,33.97911869248197,Vermont,S,Aubergine,Fall,Missing,Express,No,10,Credit Card
372,18.0,Female,Running Shoes,21.88318384627604,Washington,M,Pale peach,Summer,Missing,Standard,No,0,Credit Card
373,26.0,Female,Handbag,36.53508113966454,,XL,Turquoise,Summer,Present,Standard,No,20,Credit Card
374,,Male,Hoodie,29.762586279361432,Louisiana,M,Muted mustard yellow,Winter,Missing,Standard,No,0,Credit Card
375,26.0,Male,Socks,19.57643617467069,Colorado,M,Burnt orange,Winter,Missing,Express,No,10,Credit Card
376,36.0,Female,Pajamas,30.42021238642453,Illinois,XL,Periwinkle,Fall,Missing,Standard,No,17,Credit Card
377,41.0,Male,Socks,31.38061798153222,,M,Ruby Red,Winter,Missing,Standard,No,0,Credit Card
378,36.0,Female,Shorts,33.81249968783882,Missouri,L,Lemon yellow,Summer,Present,Standard,No,9,Credit Card
379,33.0,Male,Running Shoes,34.46695791555127,Colorado,L,Baby blue,Spring,Present,Standard,No,14,Credit Card
380,31.0,Male,Shorts,30.369080101603515,South Dakota,M,Lavender,Spring,Missing,Standard,No,4,Credit Card
381,32.0,Female,Shorts,25.40169951465415,,L,Baby blue,Spring,Missing,Standard,No,1,Credit Card
382,35.0,Female,Sweater,33.23574936001322,South Carolina,M,Muted mustard yellow,Winter,Present,Standard,No,12,Credit Card
383,33.0,Female,Running Shoes,25.63897831004041,Nebraska,M,Pale peach,Summer,Present,Standard,No,14,Credit Card
384,,Female,Running Shoes,25.68778092970476,Maine,XL,Mauve,Summer,Missing,Standard,No,0,Credit Card
385,36.0,Male,Jacket,30.793497782106723,Arkansas,S,Terra cotta,Fall,Missing,Standard,No,12,Credit Card
386,25.0,Female,Running Shoes,30.40401550702324,New Mexico,S,White,Summer,Missing,Standard,No,4,Credit Card
387,32.0,Male,Handbag,27.089560036507123,Ohio,M,Turquoise,Summer,Missing,Standard,No,1,Credit Card
388,47.0,Female,Socks,32.180842720050535,Mississippi,M,Ruby Red,Winter,Missing,Standard,No,14,Credit Card
389,21.0,Male,Pajamas,40.17496460583202,Kansas,XL,Brown,Winter,Missing,Standard,No,0,Credit Card
390,26.0,Male,Shorts,25.674979426307782,Alabama,S,Lavender,Summer,Missing,Express,No,8,Credit Card
391,55.0,Female,Scarf,33.02803214890658,Nebraska,M,Aubergine,Fall,Missing,Standard,No,1,Credit Card
392,66.0,Male,Sunglasses,23.32049825306518,California,XL,Ruby Red,Fall,Missing,Standard,No,0,Bank Transfer
393,19.0,Female,Sunglasses,32.49123356164221,Pennsylvania,L,Burnt orange,Fall,Present,Standard,No,1,Credit Card
394,34.0,Female,Running Shoes,35.55572519831373,,S,Periwinkle,Summer,Missing,Standard,No,4,Credit Card
395,46.0,Male,Sweater,24.15592618861912,Alaska,M,Black,Winter,Present,Express,No,7,Credit Card
396,34.0,Male,Pajamas,21.244430228619382,Wisconsin,M,Burnt orange,Fall,Missing,Standard,No,8,Credit Card
397,34.0,Female,Backpack,26.295480686229524,Nevada,S,Lavender,Winter,Missing,Standard,No,8,Credit Card
398,40.0,Male,Sunglasses,34.03838853373348,Wyoming,L,Terra cotta,Fall,Missing,Standard,No,0,Credit Card
399,55.0,Male,T-shirt,32.794851783292195,,M,Aubergine,Fall,Present,Standard,No,10,Credit Card
400,20.0,Male,Jacket,33.47400783650785,West Virginia,L,Terra cotta,Winter,Present,Standard,No,2,Credit Card
401,23.0,Female,Pajamas,24.580930494217363,New York,XL,Ruby Red,Winter,Missing,Standard,No,5,Credit Card
402,33.0,Male,Leggings,34.56717285418699,Washington,M,Brick red,Fall,Missing,Standard,No,1,Credit Card
403,30.0,Female,T-shirt,33.7861165341507,Maryland,XL,Pale peach,Summer,Missing,Standard,No,1,Credit Card
404,34.0,Male,Sunglasses,33.05534823245983,Mississippi,S,Black,Fall,Present,Standard,No,18,Credit Card
405,33.0,Female,Leggings,36.23326502357638,Hawaii,L,Burnt orange,Winter,Present,Standard,No,20,Credit Card
406,53.0,Female,Leggings,35.63377856932804,Missouri,L,Aubergine,Winter,Missing,Standard,No,20,Credit Card
407,26.0,Female,Sweater,33.188807797595885,Virginia,M,Ruby Red,Winter,Present,Express,No,6,Credit Card
408,20.0,Male,Handbag,34.52401652038328,California,XL,Mauve,Fall,Missing,Standard,No,1,Credit Card
409,22.0,Female,Socks,24.34705525582904,Tennessee,M,Ruby Red,Fall,Present,Standard,No,8,Credit Card
410,34.0,Male,Dress,28.691991774355056,Kentucky,S,Periwinkle,Summer,Missing,Standard,No,1,Credit Card
411,23.0,Male,Pajamas,20.4856226679141,Alaska,L,Mauve,Winter,Present,Standard,No,0,Credit Card
412,18.0,Male,Leggings,32.45771547767592,Virginia,XL,Muted mustard yellow,Fall,Missing,Express,No,3,Credit Card
413,18.0,Female,Sunglasses,26.93214391001501,,L,Lavender,Summer,Missing,Standard,No,6,Credit Card
414,32.0,Female,Sunglasses,21.34343030078613,Maine,M,Fuchsia,Summer,Missing,Standard,No,0,Credit Card
415,24.0,Female,T-shirt,36.19250764989509,Iowa,M,Lavender,Spring,Present,Next Day Air,No,2,Credit Card
416,,Female,Backpack,39.30366593752338,Nevada,XL,Terra cotta,Winter,Present,Standard,No,12,Credit Card
417,24.0,Female,Scarf,40.25205321656846,South Carolina,M,Aubergine,Winter,Missing,Standard,No,10,Credit Card
418,22.0,Male,Sunglasses,36.268301071651095,Virginia,M,Periwinkle,Spring,Present,Standard,No,7,Credit Card
419,,Female,Boots,25.24902208672618,Louisiana,M,Brick red,Winter,Present,Standard,No,1,Credit Card
420,38.0,Male,Gloves,20.511978835180564,North Carolina,S,Aubergine,Fall,Missing,Standard,No,5,Credit Card
421,22.0,Male,Shorts,34.12132369265516,Louisiana,M,Lavender,Summer,Missing,Standard,No,20,Credit Card
422,58.0,Male,Sweater,39.26153854762317,Texas,L,Muted mustard yellow,Fall,Missing,Standard,No,9,Credit Card
423,32.0,Male,Running Shoes,24.4960758664448,Virginia,L,Brick red,Fall,Missing,Standard,No,0,Credit Card
424,,Male,Handbag,38.98191214662975,Missouri,L,White,Summer,Missing,Standard,No,1,Credit Card
425,29.0,Female,Pajamas,35.10988023473595,Idaho,M,Ruby Red,Fall,Present,Standard,No,6,Credit Card
426,48.0,Male,Leggings,29.20038623565121,,M,Muted mustard yellow,Fall,Missing,Next Day Air,No,0,Credit Card
427,19.0,Male,Backpack,32.30116838875161,,L,Muted mustard yellow,Fall,Missing,Standard,No,0,Credit Card
428,36.0,Male,Running Shoes,25.41253200271335,North Dakota,M,Lemon yellow,Spring,Missing,Express,No,17,Credit Card
429,,Male,Sweater,37.1301824767225,Louisiana,XL,Lavender,Winter,Missing,Standard,No,4,Credit Card
430,25.0,Male,Handbag,36.31385588245071,Rhode Island,L,Baby blue,Summer,Present,Standard,No,12,Credit Card
431,23.0,Female,Sunglasses,22.027954009744995,Pennsylvania,M,Lavender,Summer,Missing,Standard,No,2,Credit Card
432,43.0,Female,Shorts,24.402182225120427,Illinois,M,Muted mustard yellow,Summer,Present,Standard,No,9,Credit Card
433,48.0,Female,Socks,34.80329478413788,South Dakota,M,Muted mustard yellow,Fall,Missing,Next Day Air,No,1,Credit Card
434,49.0,Male,Sunglasses,25.39126018533215,California,M,Baby blue,Spring,Present,Express,No,5,Credit Card
435,26.0,Female,Shorts,29.51517001994848,Arizona,L,Fuchsia,Summer,Missing,Standard,No,4,Credit Card
436,43.0,Non-binary,Hoodie,27.07081579742232,Washington,M,Terra cotta,Winter,Present,Standard,No,20,Credit Card
